timestep,demand_water,demand_f,wastewater,temperature,demand_electricity
630,299.23589,0.084862,0.095,10.648,44.26
631,300.23589,0,0.095,13.218,44.26
632,301.23589,0,0.095,15.266,44.26
633,302.23589,0.062188,0.095,16.471,44.26
634,303.23589,0.15426,0.095,17.135,44.26
635,304.23589,0.16016,0.095,17.392,44.26
636,305.23589,0.1036,0.095,17.16,44.26
637,306.23589,0.084862,0.095,16.587,44.26
638,307.23589,0.052101,0.095,15.385,44.26
639,308.23589,0.014673,0.095,12.667,44.26
640,309.23589,0,0.095,11.225,44.26
641,310.23589,0,0.095,10.61,44.26
642,311.23589,0,0.095,9.762,44.26
643,312.23589,0,0.095,9.153,44.26
644,313.23589,0,0.095,8.704,44.26
645,314.23589,0,0.095,8.636,44.26
646,315.23589,0,0.095,8.611,44.26
647,316.23589,0,0.095,8.494,44.26
648,317.23589,0,0.095,8.297,44.26
649,318.23589,0,0.095,8.084,44.26
650,319.23589,0,0.095,7.907,44.26
651,320.23589,0,0.095,7.66,44.26
652,321.23589,0,0.095,7.215,44.26
653,322.23589,0,0.095,6.939,44.26
654,323.23589,0,0.095,8.623,44.26
655,324.23589,0,0.095,9.7,44.26
656,325.23589,0.062188,0.095,10.398,44.26
657,326.23589,0.15426,0.095,10.991,44.26
658,327.23589,0.16016,0.095,11.414,44.26
659,328.23589,0.1036,0.095,11.476,44.26
660,329.23589,0.084862,0.095,11.394,44.26
661,330.23589,0,0.095,11.232,44.26
662,331.23589,0,0.095,11.207,44.26
663,332.23589,0.062188,0.095,10.863,44.26
664,333.23589,0.15426,0.095,10.661,44.26
665,334.23589,0.16016,0.095,10.642,44.26
666,335.23589,0.1036,0.095,10.714,44.26
667,336.23589,0.084862,0.095,10.737,44.26
668,337.23589,0.052101,0.095,10.484,44.26
669,338.23589,0.014673,0.095,9.874,44.26
670,339.23589,0,0.095,9.286,44.26
671,340.23589,0,0.095,9.02,44.26
672,341.23589,0,0.095,8.87,44.26
673,342.23589,0,0.095,8.801,44.26
674,343.23589,0,0.095,8.889,44.26
675,344.23589,0,0.095,9.348,44.26
676,345.23589,0,0.095,9.401,44.26
677,346.23589,0,0.095,9.497,44.26
678,347.23589,0,0.095,11.208,44.26
679,348.23589,0,0.095,12.414,44.26
680,349.23589,0,0.095,13.83,44.26
681,350.23589,0,0.095,14.86,44.26
682,351.23589,0,0.095,15.582,44.26
683,352.23589,0,0.095,16.006,44.26
684,353.23589,0,0.095,15.965,44.26
685,354.23589,0,0.095,15.729,44.26
686,355.23589,0.062188,0.095,15.191,44.26
687,356.23589,0.15426,0.095,14.083,44.26
688,357.23589,0.16016,0.095,13.01,44.26
689,358.23589,0.1036,0.095,11.456,44.26
690,359.23589,0.084862,0.095,10.554,44.26
691,360.23589,0,0.095,11.113,44.26
692,361.23589,0,0.095,11.388,44.26
693,362.23589,0.062188,0.095,11.196,44.26
694,363.23589,0.15426,0.095,10.908,44.26
695,364.23589,0.16016,0.095,10.614,44.26
696,365.23589,0.1036,0.095,10.305,44.26
697,366.23589,0.084862,0.095,9.913,44.26
698,367.23589,0.052101,0.095,9.367,44.26
699,368.23589,0.014673,0.095,8.904,44.26
700,369.23589,0,0.095,8.657,44.26
701,370.23589,0,0.095,8.611,44.26
702,371.23589,0,0.095,9.514,44.26
703,372.23589,0,0.095,11.654,44.26
704,373.23589,0,0.095,14.138,44.26
705,374.23589,0,0.095,16.077,44.26
706,375.23589,0,0.095,17.204,44.26
707,376.23589,0,0.095,17.389,44.26
708,377.23589,0,0.095,17.025,44.26
709,378.23589,0,0.095,16.248,44.26
710,379.23589,0,0.095,15.033,44.26
711,380.23589,0,0.095,12.298,44.26
712,381.23589,0,0.095,11.508,44.26
713,382.23589,0,0.095,11.092,44.26
714,383.23589,0,0.095,10.465,44.26
715,384.23589,0,0.095,10.152,44.26
716,385.23589,0.062188,0.095,9.806,44.26
717,386.23589,0.15426,0.095,9.405,44.26
718,387.23589,0.16016,0.095,9.279,44.26
719,388.23589,0.1036,0.095,9.411,44.26
720,389.23589,0.084862,0.095,9.328,44.26
721,390.23589,0,0.095,9.183,44.26
722,391.23589,0,0.095,9.102,44.26
723,392.23589,0.062188,0.095,9.01,44.26
724,393.23589,0.15426,0.095,8.943,44.26
725,394.23589,0.16016,0.095,8.895,44.26
726,395.23589,0.1036,0.095,10.204,44.26
727,396.23589,0.084862,0.095,12.169,44.26
728,397.23589,0.052101,0.095,13.829,44.26
729,398.23589,0.014673,0.095,14.759,44.26
730,399.23589,0,0.095,15.369,44.26
731,400.23589,0,0.095,15.612,44.26
732,401.23589,0,0.095,15.443,44.26
733,402.23589,0,0.095,14.794,44.26
734,403.23589,0,0.095,13.926,44.26
735,404.23589,0,0.095,11.487,44.26
736,405.23589,0,0.095,9.754,44.26
737,406.23589,0,0.095,9.07,44.26
738,407.23589,0,0.095,8.661,44.26
739,408.23589,0,0.095,8.674,44.26
740,409.23589,0,0.095,8.869,44.26
741,410.23589,0,0.095,9.099,44.26
742,411.23589,0,0.095,9.031,44.26
743,412.23589,0,0.095,8.926,44.26
744,413.23589,0,0.095,8.947,44.26
745,414.23589,0,0.095,8.537,42.8
746,415.23589,0.062188,0.095,8.431,42.8
747,416.23589,0.15426,0.095,8.438,42.8
748,417.23589,0.16016,0.095,8.213,42.8
749,418.23589,0.1036,0.095,7.908,42.8
750,419.23589,0.084862,0.095,9.492,42.8
751,420.23589,0,0.095,11.844,42.8
752,421.23589,0,0.095,14.051,42.8
753,422.23589,0.062188,0.095,15.056,42.8
754,423.23589,0.15426,0.095,15.411,42.8
755,424.23589,0.16016,0.095,15.198,42.8
756,425.23589,0.1036,0.095,14.708,42.8
757,426.23589,0.084862,0.095,14.149,42.8
758,427.23589,0.052101,0.095,13.296,42.8
759,428.23589,0.014673,0.095,11.77,42.8
760,429.23589,0,0.095,10.896,42.8
761,430.23589,0,0.095,10.617,42.8
762,431.23589,0,0.095,10.427,42.8
763,432.23589,0,0.095,10.008,42.8
764,433.23589,0,0.095,9.715,42.8
765,434.23589,0,0.095,9.584,42.8
766,435.23589,0,0.095,9.356,42.8
767,436.23589,0,0.095,9.162,42.8
768,437.23589,0,0.095,8.995,42.8
769,438.23589,0,0.095,8.887,42.8
770,439.23589,0,0.095,8.777,42.8
771,440.23589,0,0.095,8.74,42.8
772,441.23589,0,0.095,8.512,42.8
773,442.23589,0,0.095,8.227,42.8
774,443.23589,0,0.095,10.095,42.8
775,444.23589,0,0.095,12.227,42.8
776,445.23589,0.062188,0.095,13.508,42.8
777,446.23589,0.15426,0.095,14.376,42.8
778,447.23589,0.16016,0.095,15.037,42.8
779,448.23589,0.1036,0.095,15.429,42.8
780,449.23589,0.084862,0.095,15.53,42.8
781,450.23589,0,0.095,15.227,42.8
782,451.23589,0,0.095,14.385,42.8
783,452.23589,0.062188,0.095,11.734,42.8
784,453.23589,0.15426,0.095,9.358,42.8
785,454.23589,0.16016,0.095,8.741,42.8
786,455.23589,0.1036,0.095,8.117,42.8
787,456.23589,0.084862,0.095,7.56,42.8
788,457.23589,0.052101,0.095,7.13,42.8
789,458.23589,0.014673,0.095,6.879,42.8
790,459.23589,0,0.095,7.07,42.8
791,460.23589,0,0.095,7.319,42.8
792,461.23589,0,0.095,7.088,42.8
793,462.23589,0,0.095,6.945,42.8
794,463.23589,0,0.095,6.86,42.8
795,464.23589,0,0.095,6.809,42.8
796,465.23589,0,0.095,6.79,42.8
797,466.23589,0,0.095,6.892,42.8
798,467.23589,0,0.095,8.737,42.8
799,468.23589,0,0.095,11.634,42.8
800,469.23589,0,0.095,14.082,42.8
801,470.23589,0,0.095,15.866,42.8
802,471.23589,0,0.095,17.066,42.8
803,472.23589,0,0.095,17.724,42.8
804,473.23589,0,0.095,17.93,42.8
805,474.23589,0,0.095,17.635,42.8
806,475.23589,0.062188,0.095,16.585,42.8
807,476.23589,0.15426,0.095,14.449,42.8
808,477.23589,0.16016,0.095,12.284,42.8
809,478.23589,0.1036,0.095,11.002,42.8
810,479.23589,0.084862,0.095,11.302,42.8
811,480.23589,0,0.095,10.752,42.8
812,481.23589,0,0.095,9.98,42.8
813,482.23589,0.062188,0.095,9.471,42.8
814,483.23589,0.15426,0.095,9.096,42.8
815,484.23589,0.16016,0.095,8.775,42.8
816,485.23589,0.1036,0.095,8.453,42.8
817,486.23589,0.084862,0.095,8.148,42.8
818,487.23589,0.052101,0.095,7.981,42.8
819,488.23589,0.014673,0.095,7.719,42.8
820,489.23589,0,0.095,7.434,42.8
821,490.23589,0,0.095,7.443,42.8
822,491.23589,0,0.095,9.28,42.8
823,492.23589,0,0.095,12.064,42.8
824,493.23589,0,0.095,14.903,42.8
825,494.23589,0,0.095,17.045,42.8
826,495.23589,0,0.095,18.372,42.8
827,496.23589,0,0.095,19.032,42.8
828,497.23589,0,0.095,19.208,42.8
829,498.23589,0,0.095,18.99,42.8
830,499.23589,0,0.095,17.768,42.8
831,500.23589,0,0.095,14.403,42.8
832,501.23589,0,0.095,12.477,42.8
833,502.23589,0,0.095,12.947,42.8
834,503.23589,0,0.095,12.16,42.8
835,504.23589,0,0.095,11.671,42.8
836,505.23589,0.062188,0.095,11.125,42.8
837,506.23589,0.15426,0.095,10.605,42.8
838,507.23589,0.16016,0.095,10.269,42.8
839,508.23589,0.1036,0.095,10.053,42.8
840,509.23589,0.084862,0.095,9.823,42.8
841,510.23589,0,0.095,9.564,42.8
842,511.23589,0,0.095,9.344,42.8
843,512.23589,0.062188,0.095,9.092,42.8
844,513.23589,0.15426,0.095,8.805,42.8
845,514.23589,0.16016,0.095,8.609,42.8
846,515.23589,0.1036,0.095,9.612,42.8
847,516.23589,0.084862,0.095,11.909,42.8
848,517.23589,0.052101,0.095,14.672,42.8
849,518.23589,0.014673,0.095,17.023,42.8
850,519.23589,0,0.095,18.737,42.8
851,520.23589,0,0.095,19.722,42.8
852,521.23589,0,0.095,20.156,42.8
853,522.23589,0,0.095,20.005,42.8
854,523.23589,0,0.095,19.045,42.8
855,524.23589,0,0.095,17.061,42.8
856,525.23589,0,0.095,15.558,42.8
857,526.23589,0,0.095,15.06,42.8
858,527.23589,0,0.095,14.464,42.8
859,528.23589,0,0.095,13.709,42.8
860,529.23589,0,0.095,12.904,42.8
861,530.23589,0,0.095,12.55,42.8
862,531.23589,0,0.095,12.318,42.8
863,532.23589,0,0.095,11.931,42.8
864,533.23589,0,0.095,11.416,42.8
865,534.23589,0,0.095,11.154,42.8
866,535.23589,0.062188,0.095,10.952,42.8
867,536.23589,0.15426,0.095,11.314,42.8
868,537.23589,0.16016,0.095,11.343,42.8
869,538.23589,0.1036,0.095,11.346,42.8
870,539.23589,0.084862,0.095,12.074,42.8
871,540.23589,0,0.095,13.601,42.8
872,541.23589,0,0.095,14.946,42.8
873,542.23589,0.062188,0.095,15.699,42.8
874,543.23589,0.15426,0.095,16.967,42.8
875,544.23589,0.16016,0.095,15.398,42.8
876,545.23589,0.1036,0.095,14.443,42.8
877,546.23589,0.084862,0.095,15.434,42.8
878,547.23589,0.052101,0.095,15.856,42.8
879,548.23589,0.014673,0.095,14.639,42.8
880,549.23589,0,0.095,13.608,42.8
881,550.23589,0,0.095,13.261,42.8
882,551.23589,0,0.095,12.963,42.8
883,552.23589,0,0.095,12.918,42.8
884,553.23589,0,0.095,12.113,42.8
885,554.23589,0,0.095,12.044,42.8
886,555.23589,0,0.095,12.199,42.8
887,556.23589,0,0.095,12.322,42.8
888,557.23589,0,0.095,12.728,42.8
889,558.23589,0,0.095,12.931,42.8
890,559.23589,0,0.095,13.052,42.8
891,560.23589,0,0.095,13.179,42.8
892,561.23589,0,0.095,13.112,42.8
893,562.23589,0,0.095,12.788,42.8
894,563.23589,0,0.095,13.466,42.8
895,564.23589,0,0.095,14.223,42.8
896,565.23589,0.062188,0.095,14.954,42.8
897,566.23589,0.15426,0.095,15.628,42.8
898,567.23589,0.16016,0.095,16.23,42.8
899,568.23589,0.1036,0.095,16.474,42.8
900,569.23589,0.084862,0.095,16.461,42.8
901,570.23589,0,0.095,15.981,42.8
902,571.23589,0,0.095,15.104,42.8
903,572.23589,0.062188,0.095,13.417,42.8
904,573.23589,0.15426,0.095,11.902,42.8
905,574.23589,0.16016,0.095,11.826,42.8
906,575.23589,0.1036,0.095,11.584,42.8
907,576.23589,0.084862,0.095,11.383,42.8
908,577.23589,0.052101,0.095,10.875,42.8
909,578.23589,0.014673,0.095,10.535,42.8
910,579.23589,0,0.095,10.346,42.8
911,580.23589,0,0.095,10.28,42.8
912,581.23589,0,0.095,10.072,42.8
913,582.23589,0,0.095,9.612,42.8
914,583.23589,0,0.095,9.092,42.8
915,584.23589,0,0.095,8.766,42.8
916,585.23589,0,0.095,8.652,42.8
917,586.23589,0,0.095,8.771,42.8
918,587.23589,0,0.095,10.664,42.8
919,588.23589,0,0.095,12.341,42.8
920,589.23589,0,0.095,14.213,42.8
921,590.23589,0,0.095,15.198,42.8
922,591.23589,0,0.095,15.698,42.8
923,592.23589,0,0.095,15.668,42.8
924,593.23589,0,0.095,15.491,42.8
925,594.23589,0,0.095,15.077,42.8
926,595.23589,0.062188,0.095,14.303,42.8
927,596.23589,0.15426,0.095,12.735,42.8
928,597.23589,0.16016,0.095,10.449,42.8
929,598.23589,0.1036,0.095,9.83,42.8
930,599.23589,0.084862,0.095,9.685,42.8
931,600.23589,0,0.095,9.54,42.8
932,601.23589,0,0.095,9.314,42.8
933,602.23589,0.062188,0.095,9.07,42.8
934,603.23589,0.15426,0.095,9.527,42.8
935,604.23589,0.16016,0.095,10.179,42.8
936,605.23589,0.1036,0.095,10.491,42.8
937,606.23589,0.084862,0.095,10.646,42.8
938,607.23589,0.052101,0.095,10.811,42.8
939,608.23589,0.014673,0.095,10.878,42.8
940,609.23589,0,0.095,10.852,42.8
941,610.23589,0,0.095,10.545,42.8
942,611.23589,0,0.095,11.186,42.8
943,612.23589,0,0.095,11.815,42.8
944,613.23589,0,0.095,12.42,42.8
945,614.23589,0,0.095,12.795,42.8
946,615.23589,0,0.095,13.034,42.8
947,616.23589,0,0.095,13.321,42.8
948,617.23589,0,0.095,13.428,42.8
949,618.23589,0,0.095,13.276,42.8
950,619.23589,0,0.095,12.751,42.8
951,620.23589,0,0.095,11.406,42.8
952,621.23589,0,0.095,9.531,42.8
953,622.23589,0,0.095,9.3,42.8
954,623.23589,0,0.095,9.321,42.8
955,624.23589,0,0.095,9.4,42.8
956,625.23589,0.062188,0.095,9.505,42.8
957,626.23589,0.15426,0.095,9.584,42.8
958,627.23589,0.16016,0.095,9.55,42.8
959,628.23589,0.1036,0.095,9.512,42.8
960,629.23589,0.084862,0.095,9.449,42.8
961,630.23589,0,0.095,9.454,42.8
962,631.23589,0,0.095,9.499,42.8
963,632.23589,0.062188,0.095,9.011,42.8
964,633.23589,0.15426,0.095,8.517,42.8
965,634.23589,0.16016,0.095,8.877,42.8
966,635.23589,0.1036,0.095,9.844,42.8
967,636.23589,0.084862,0.095,10.466,42.8
968,637.23589,0.052101,0.095,11.376,42.8
969,638.23589,0.014673,0.095,11.542,42.8
970,639.23589,0,0.095,11.332,42.8
971,640.23589,0,0.095,11.079,42.8
972,641.23589,0,0.095,11.1,42.8
973,642.23589,0,0.095,10.997,42.8
974,643.23589,0,0.095,10.908,42.8
975,644.23589,0,0.095,10.452,42.8
976,645.23589,0,0.095,9.334,42.8
977,646.23589,0,0.095,8.771,42.8
978,647.23589,0,0.095,8.876,42.8
979,648.23589,0,0.095,8.979,42.8
980,649.23589,0,0.095,9.109,42.8
981,650.23589,0,0.095,9.12,42.8
982,651.23589,0,0.095,9.233,42.8
983,652.23589,0,0.095,9.345,42.8
984,653.23589,0,0.095,9.306,42.8
985,654.23589,0,0.095,8.855,42.8
986,655.23589,0.062188,0.095,8.271,42.8
987,656.23589,0.15426,0.095,7.995,42.8
988,657.23589,0.16016,0.095,7.765,42.8
989,658.23589,0.1036,0.095,7.889,42.8
990,659.23589,0.084862,0.095,9.872,42.8
991,660.23589,0,0.095,10.931,42.8
992,661.23589,0,0.095,12.094,42.8
993,662.23589,0.062188,0.095,13.085,42.8
994,663.23589,0.15426,0.095,13.792,42.8
995,664.23589,0.16016,0.095,14.197,42.8
996,665.23589,0.1036,0.095,14.244,42.8
997,666.23589,0.084862,0.095,13.935,42.8
998,667.23589,0.052101,0.095,13.27,42.8
999,668.23589,0.014673,0.095,11.59,42.8
1000,669.23589,0,0.095,9.301,42.8
1001,670.23589,0,0.095,9.063,42.8
1002,671.23589,0,0.095,9.118,42.8
1003,672.23589,0,0.095,9.221,42.8
1004,673.23589,0,0.095,9.22,42.8
1005,674.23589,0,0.095,9.187,42.8
1006,675.23589,0,0.095,9.023,42.8
1007,676.23589,0,0.095,8.828,42.8
1008,677.23589,0,0.095,8.599,42.8
1009,678.23589,0,0.095,8.473,42.8
1010,679.23589,0,0.095,8.087,42.8
1011,680.23589,0,0.095,7.456,42.8
1012,681.23589,0,0.095,6.72,42.8
1013,682.23589,0,0.095,6.747,42.8
1014,683.23589,0,0.095,9.079,42.8
1015,684.23589,0,0.095,11.106,42.8
1016,685.23589,0.062188,0.095,12.989,42.8
1017,686.23589,0.15426,0.095,14.121,42.8
1018,687.23589,0.16016,0.095,14.845,42.8
1019,688.23589,0.1036,0.095,15.257,42.8
1020,689.23589,0.084862,0.095,15.399,42.8
1021,690.23589,0,0.095,15.162,42.8
1022,691.23589,0,0.095,14.521,42.8
1023,692.23589,0.062188,0.095,13.157,42.8
1024,693.23589,0.15426,0.095,11.395,42.8
1025,694.23589,0.16016,0.095,10.412,42.8
1026,695.23589,0.1036,0.095,9.648,42.8
1027,696.23589,0.084862,0.095,8.892,42.8
1028,697.23589,0.052101,0.095,8.81,42.8
1029,698.23589,0.014673,0.095,9.205,42.8
1030,699.23589,0,0.095,9.27,42.8
1031,700.23589,0,0.095,8.783,42.8
1032,701.23589,0,0.095,8.505,42.8
1033,702.23589,0,0.095,8.363,42.8
1034,703.23589,0,0.095,8.317,42.8
1035,704.23589,0,0.095,8.3,42.8
1036,705.23589,0,0.095,8.243,42.8
1037,706.23589,0,0.095,8.276,42.8
1038,707.23589,0,0.095,9.236,42.8
1039,708.23589,0,0.095,11.335,42.8
1040,709.23589,0,0.095,13.762,42.8
1041,710.23589,0,0.095,15.739,42.8
1042,711.23589,0,0.095,17.097,42.8
1043,712.23589,0,0.095,17.883,42.8
1044,713.23589,0,0.095,18.202,42.8
1045,0,0,0.095,18.138,42.8
1046,0,0.062188,0.095,17.42,42.8
1047,0,0.15426,0.095,14.682,42.8
1048,50.3267,0.16016,0.095,12.442,42.8
1049,51.3267,0.1036,0.095,12.236,42.8
1050,52.3267,0.084862,0.095,11.373,42.8
1051,53.3267,0,0.095,10.806,42.8
1052,54.3267,0,0.095,10.208,42.8
1053,55.3267,0.062188,0.095,9.685,42.8
1054,56.3267,0.15426,0.095,9.219,42.8
1055,57.3267,0.16016,0.095,8.809,42.8
1056,58.3267,0.1036,0.095,8.429,42.8
1057,59.3267,0.084862,0.095,8.065,42.8
1058,60.3267,0.052101,0.095,7.82,42.8
1059,61.3267,0.014673,0.095,7.945,42.8
1060,62.3267,0,0.095,8.057,42.8
1061,63.3267,0,0.095,8.244,42.8
1062,64.3267,0,0.095,9.4,42.8
1063,65.3267,0,0.095,11.483,42.8
1064,66.3267,0,0.095,13.351,42.8
1065,67.3267,0,0.095,13.89,42.8
1066,68.3267,0,0.095,13.859,42.8
1067,69.3267,0,0.095,13.775,42.8
1068,70.3267,0,0.095,13.786,42.8
1069,71.3267,0,0.095,13.504,42.8
1070,72.3267,0,0.095,12.585,42.8
1071,73.3267,0,0.095,11.323,42.8
1072,74.3267,0,0.095,10.238,42.8
1073,75.3267,0,0.095,9.438,42.8
1074,76.3267,0,0.095,9.297,42.8
1075,77.3267,0,0.095,8.927,42.8
1076,78.3267,0.062188,0.095,8.331,42.8
1077,79.3267,0.15426,0.095,7.7,42.8
1078,80.3267,0.16016,0.095,7.661,42.8
1079,81.3267,0.1036,0.095,7.684,42.8
1080,82.3267,0.084862,0.095,7.809,42.8
1081,83.3267,0,0.095,7.835,42.8
1082,84.3267,0,0.095,7.47,42.8
1083,85.3267,0.062188,0.095,7.186,42.8
1084,86.3267,0.15426,0.095,7.104,42.8
1085,87.3267,0.16016,0.095,7.279,42.8
1086,88.3267,0.1036,0.095,7.596,42.8
1087,89.3267,0.084862,0.095,8.383,42.8
1088,90.3267,0.052101,0.095,9.599,42.8
1089,91.3267,0.014673,0.095,10.339,42.8
1090,92.3267,0,0.095,10.757,42.8
1091,93.3267,0,0.095,10.95,42.8
1092,94.3267,0,0.095,10.994,42.8
1093,95.3267,0,0.095,10.885,42.8
1094,96.3267,0,0.095,10.57,42.8
1095,97.3267,0,0.095,9.769,42.8
1096,98.3267,0,0.095,8.855,42.8
1097,99.3267,0,0.095,8.655,42.8
1098,100.3267,0,0.095,8.674,42.8
1099,101.3267,0,0.095,8.939,42.8
1100,102.3267,0,0.095,9.331,42.8
1101,103.3267,0,0.095,9.575,42.8
1102,104.3267,0,0.095,9.834,42.8
1103,105.3267,0,0.095,10.176,42.8
1104,106.3267,0,0.095,10.486,42.8
1105,107.3267,0,0.095,10.464,42.8
1106,108.3267,0.062188,0.095,10.383,42.8
1107,109.3267,0.15426,0.095,10.374,42.8
1108,110.3267,0.16016,0.095,10.27,42.8
1109,111.3267,0.1036,0.095,10.221,42.8
1110,112.3267,0.084862,0.095,10.749,42.8
1111,113.3267,0,0.095,11.304,42.8
1112,114.3267,0,0.095,12.203,42.8
1113,115.3267,0.062188,0.095,12.308,42.8
1114,116.3267,0.15426,0.095,12.078,42.8
1115,117.3267,0.16016,0.095,12.322,42.8
1116,118.3267,0.1036,0.095,12.394,42.8
1117,119.3267,0.084862,0.095,12.17,42.8
1118,120.3267,0.052101,0.095,11.549,42.8
1119,121.3267,0.014673,0.095,10.648,42.8
1120,122.3267,0,0.095,9.177,42.8
1121,123.3267,0,0.095,8.687,42.8
1122,124.3267,0,0.095,8.465,42.8
1123,125.3267,0,0.095,8.168,42.8
1124,126.3267,0,0.095,8.365,42.8
1125,127.3267,0,0.095,8.622,42.8
1126,128.3267,0,0.095,8.457,42.8
1127,129.3267,0,0.095,8.067,42.8
1128,130.3267,0,0.095,7.799,42.8
1129,131.3267,0,0.095,7.706,42.8
1130,132.3267,0,0.095,7.618,42.8
1131,133.3267,0,0.095,7.436,42.8
1132,134.3267,0,0.095,7.242,42.8
1133,135.3267,0,0.095,7.406,42.8
1134,136.3267,0,0.095,9.064,42.8
1135,137.3267,0,0.095,10.398,42.8
1136,138.3267,0.062188,0.095,11.656,42.8
1137,139.3267,0.15426,0.095,12.386,42.8
1138,140.3267,0.16016,0.095,12.731,42.8
1139,141.3267,0.1036,0.095,12.884,42.8
1140,142.3267,0.084862,0.095,12.874,42.8
1141,143.3267,0,0.095,12.662,42.8
1142,144.3267,0,0.095,12.242,42.8
1143,145.3267,0.062188,0.095,10.93,42.8
1144,146.3267,0.15426,0.095,9.597,42.8
1145,147.3267,0.16016,0.095,9.679,42.8
1146,148.3267,0.1036,0.095,9.758,42.8
1147,149.3267,0.084862,0.095,9.639,42.8
1148,150.3267,0.052101,0.095,9.24,42.8
1149,151.3267,0.014673,0.095,8.671,42.8
1150,152.3267,0,0.095,8.138,42.8
1151,153.3267,0,0.095,7.795,42.8
1152,154.3267,0,0.095,7.616,42.8
1153,155.3267,0,0.095,7.505,42.8
1154,156.3267,0,0.095,7.486,42.8
1155,157.3267,0,0.095,7.603,42.8
1156,158.3267,0,0.095,7.268,42.8
1157,159.3267,0,0.095,7.063,42.8
1158,160.3267,0,0.095,8.453,42.8
1159,161.3267,0,0.095,9.905,42.8
1160,162.3267,0,0.095,10.8,42.8
1161,163.3267,0,0.095,11.48,42.8
1162,164.3267,0,0.095,11.979,42.8
1163,165.3267,0,0.095,12.191,42.8
1164,166.3267,0,0.095,12.109,42.8
1165,167.3267,0,0.095,11.746,42.8
1166,168.3267,0.062188,0.095,11.117,42.8
1167,169.3267,0.15426,0.095,9.868,42.8
1168,170.3267,0.16016,0.095,7.803,42.8
1169,171.3267,0.1036,0.095,7.392,42.8
1170,172.3267,0.084862,0.095,7.18,42.8
1171,173.3267,0,0.095,7.207,42.8
1172,174.3267,0,0.095,7.278,42.8
1173,175.3267,0.062188,0.095,7.34,42.8
1174,176.3267,0.15426,0.095,7.548,42.8
1175,177.3267,0.16016,0.095,7.863,42.8
1176,178.3267,0.1036,0.095,8.035,42.8
1177,179.3267,0.084862,0.095,8.016,42.8
1178,180.3267,0.052101,0.095,8.056,42.8
1179,181.3267,0.014673,0.095,8.113,42.8
1180,182.3267,0,0.095,7.983,42.8
1181,183.3267,0,0.095,7.952,42.8
1182,184.3267,0,0.095,8.844,42.8
1183,185.3267,0,0.095,10.322,42.8
1184,186.3267,0,0.095,12.632,42.8
1185,187.3267,0,0.095,14.238,42.8
1186,188.3267,0,0.095,15.041,42.8
1187,189.3267,0,0.095,15.273,42.8
1188,190.3267,0,0.095,15.115,42.8
1189,191.3267,0,0.095,14.66,42.8
1190,192.3267,0,0.095,13.872,42.8
1191,193.3267,0,0.095,12.221,42.8
1192,194.3267,0,0.095,9.682,42.8
1193,195.3267,0,0.095,9.511,42.8
1194,196.3267,0,0.095,9.515,42.8
1195,197.3267,0,0.095,9.622,42.8
1196,198.3267,0.062188,0.095,9.869,42.8
1197,58.2893,0.15426,0.095,10.031,42.8
1198,59.2893,0.16016,0.095,10.097,42.8
1199,60.2893,0.1036,0.095,10.131,42.8
1200,61.2893,0.084862,0.095,10.181,42.8
1201,62.2893,0,0.095,10.16,42.8
1202,63.2893,0,0.095,10.053,42.8
1203,64.2893,0.062188,0.095,9.904,42.8
1204,65.2893,0.15426,0.095,9.705,42.8
1205,66.2893,0.16016,0.095,9.801,42.8
1206,67.2893,0.1036,0.095,11.369,42.8
1207,68.2893,0.084862,0.095,12.489,42.8
1208,69.2893,0.052101,0.095,13.535,42.8
1209,70.2893,0.014673,0.095,14.317,42.8
1210,71.2893,0,0.095,14.729,42.8
1211,72.2893,0,0.095,15.1,42.8
1212,73.2893,0,0.095,15.112,42.8
1213,74.2893,0,0.095,14.604,42.8
1214,75.2893,0,0.095,13.739,42.8
1215,76.2893,0,0.095,12.411,42.8
1216,77.2893,0,0.095,10.133,42.8
1217,78.2893,0,0.095,9.451,42.8
1218,79.2893,0,0.095,9.083,42.8
1219,80.2893,0,0.095,8.763,42.8
1220,81.2893,0,0.095,8.504,42.8
1221,82.2893,0,0.095,8.42,42.8
1222,83.2893,0,0.095,8.434,42.8
1223,84.2893,0,0.095,8.486,42.8
1224,85.2893,0,0.095,8.492,42.8
1225,86.2893,0,0.095,8.569,42.8
1226,87.2893,0.062188,0.095,8.634,42.8
1227,88.2893,0.15426,0.095,8.652,42.8
1228,89.2893,0.16016,0.095,8.513,42.8
1229,90.2893,0.1036,0.095,8.448,42.8
1230,91.2893,0.084862,0.095,10.059,42.8
1231,92.2893,0,0.095,12.291,42.8
1232,93.2893,0,0.095,13.755,42.8
1233,94.2893,0.062188,0.095,14.377,42.8
1234,95.2893,0.15426,0.095,14.702,42.8
1235,96.2893,0.16016,0.095,14.79,42.8
1236,97.2893,0.1036,0.095,14.596,42.8
1237,98.2893,0.084862,0.095,14.054,42.8
1238,99.2893,0.052101,0.095,13.296,42.8
1239,100.2893,0.014673,0.095,11.839,42.8
1240,101.2893,0,0.095,9.529,42.8
1241,102.2893,0,0.095,8.981,42.8
1242,103.2893,0,0.095,8.674,42.8
1243,104.2893,0,0.095,8.487,42.8
1244,105.2893,0,0.095,8.618,42.8
1245,106.2893,0,0.095,8.959,42.8
1246,107.2893,0,0.095,9.006,42.8
1247,108.2893,0,0.095,8.566,42.8
